spot,strike,volatility,rate,expiry,price,bs_price
97.2245,98.8698,0.18248,0.0390489,0.70971,6.45987,6.46791
103.902,113.484,0.477861,0.0127605,0.65611,12.611,12.6373
92.4675,118.263,0.284686,0.0385038,1.86089,8.31903,8.30606
92.2246,86.5661,0.281677,0.0463401,1.02901,15.5303,15.5053
97.1263,109.742,0.119503,0.0346156,1.41615,2.7729,2.76873
98.5295,104.52,0.139711,0.0274089,1.22338,4.94767,4.95769
94.2651,108.199,0.337975,0.0480221,0.206836,1.75079,1.75039
87.3983,119.693,0.322478,0.0177369,1.94619,7.22401,7.25544
94.0617,103.877,0.327422,0.0134589,1.8811,13.96,13.9735
88.7039,91.5336,0.156606,0.0304172,1.11404,5.96905,5.94617
83.1898,83.5417,0.414391,0.0387808,1.30291,17.1433,17.1548
97.037,109.614,0.140712,0.039162,0.777594,1.68646,1.6893
83.5318,88.5481,0.141833,0.0283594,1.5938,5.47241,5.46286
116.981,102.25,0.177257,0.0392946,0.787153,19.0863,19.1183
114.42,95.1715,0.385506,0.0104721,0.665518,25.3304,25.3196
110.493,100.067,0.175454,0.0415223,1.67139,20.2065,20.1827
94.6146,100.954,0.185547,0.0498341,1.21321,7.5027,7.51125
97.7312,82.1523,0.181613,0.0497799,0.220643,16.5297,16.5173
112.626,116.998,0.335906,0.0172041,1.42208,17.2147,17.2393
104.582,117.096,0.398757,0.035877,0.103058,1.53702,1.54195
108.614,117.869,0.453338,0.0129265,0.558629,11.3642,11.3359
94.1966,104.871,0.427072,0.0114418,1.77121,17.9808,17.9995
102.668,101.923,0.193476,0.0133904,0.960602,8.76235,8.74503
89.07,109.139,0.483703,0.0179275,0.521157,6.16781,6.16351
81.429,119.214,0.205411,0.0207066,0.167735,3.24634e-07,6.03153e-06
94.8975,118.854,0.450678,0.0125433,1.29769,12.1433,12.1437
91.618,102.699,0.368228,0.0283101,1.75214,15.3125,15.3298
103.016,101.415,0.133316,0.0214179,1.1953,8.17715,8.17884
82.4027,82.3192,0.48699,0.0260274,1.79745,22.5627,22.5723
90.181,117.853,0.486702,0.0101243,0.704013,6.62819,6.57442
107.264,109.511,0.231623,0.0349335,0.673778,8.26355,8.26332
93.6427,81.5407,0.282022,0.0346089,0.188548,13.2727,13.2507
95.9816,108.752,0.353976,0.0181939,0.23896,2.54618,2.52895
90.9586,92.4903,0.431125,0.0450201,0.682202,13.4126,13.4068
85.7771,81.294,0.116203,0.0251914,0.566726,6.54238,6.54298
92.2684,90.2855,0.109942,0.0364932,1.98283,10.5347,10.5514
102.405,105.329,0.438172,0.0213236,1.6224,22.6714,22.7666
80.9361,110.372,0.114114,0.0436613,0.194105,0,7.33191e-10
111.156,93.6165,0.487463,0.0295314,1.45101,35.3679,35.4051
92.6481,108.16,0.384119,0.0310546,1.72886,14.9003,14.905
116.624,102.666,0.109327,0.0197564,0.485273,15.0554,15.0564
81.5412,101.84,0.449511,0.020058,1.13322,9.5435,9.55083
108.076,119.553,0.461323,0.0479278,1.66994,24.4816,24.47
83.9718,96.3732,0.335677,0.042367,1.09006,8.63047,8.62568
118.754,106.631,0.240728,0.0357371,1.21733,21.8339,21.8227
110.374,104.892,0.493246,0.0121443,0.565203,19.162,19.0682
93.0895,81.7103,0.155339,0.0342165,1.70407,17.6112,17.6328
111.842,90.8974,0.494714,0.0293824,1.1866,35.2448,35.2744
104.847,111.697,0.447148,0.0215914,1.38341,20.3912,20.3792
86.4733,94.9607,0.349942,0.0417715,1.5645,13.9593,13.9863
103.635,110.954,0.48276,0.0264086,0.72974,14.9667,14.8749
118.983,81.2862,0.38681,0.0461586,1.69707,48.5374,48.416
89.6047,105.932,0.266255,0.0312009,0.522483,2.28658,2.28886
118.356,91.2189,0.14426,0.0140898,1.21732,28.9675,28.957
89.283,85.4605,0.253742,0.0487293,1.22598,14.5021,14.5047
98.5591,111.346,0.189519,0.0394739,0.434464,1.44855,1.4529
88.4119,94.051,0.394123,0.0347038,1.31193,15.2431,15.2016
110.115,117.386,0.403841,0.0476897,0.171231,4.80287,4.8
105.542,106.961,0.181634,0.0453808,1.0742,9.73572,9.74861
105.385,80.7997,0.288812,0.033346,1.89629,33.5281,33.5638
91.1897,111.384,0.108312,0.032526,1.67475,1.06442,1.06213
97.4158,112.709,0.184317,0.021598,0.615664,1.4674,1.46476
114.826,102.598,0.172615,0.0182819,0.291648,13.2739,13.2672
118.617,119.027,0.450856,0.0110919,1.7855,28.8932,28.8275
91.5055,104.884,0.293133,0.0328081,1.62733,10.525,10.5403
101.197,103.047,0.113037,0.0299111,1.38336,6.5427,6.54617
103.776,85.5672,0.271335,0.03239,1.32624,25.5126,25.5288
105.883,96.986,0.290765,0.0192361,1.04822,18.0348,18.0706
86.0189,104.37,0.191875,0.0287929,1.01806,1.99597,1.99148
114.108,116.737,0.241589,0.0238753,0.474656,6.9748,6.97303
116.044,110.829,0.311337,0.0482638,1.72346,25.4856,25.5435
107.431,98.1958,0.114356,0.026002,1.17067,13.2895,13.2762
109.9,116.937,0.27065,0.0472675,0.186224,2.79116,2.78833
89.7156,114.109,0.149619,0.0480251,0.543291,0.107294,0.108298
94.279,85.5147,0.41409,0.0194151,1.38637,23.1493,23.1557
117.796,113.524,0.363754,0.0110645,1.81056,25.5582,25.5522
112.121,89.9737,0.272285,0.0141361,0.73087,25.0525,25.0398
94.6716,88.9503,0.428774,0.0328651,0.34518,12.8752,12.901
83.3622,117.081,0.27613,0.0170776,1.42944,2.89512,2.89799
92.7121,110.187,0.282672,0.0135721,1.25394,6.32121,6.31509
87.1544,106.352,0.341851,0.0195485,0.363199,1.86108,1.86565
101.36,108.438,0.37294,0.0410523,1.42694,17.4849,17.4957
81.2698,107.25,0.364375,0.0273233,1.32925,6.70119,6.69827
85.1599,105.078,0.169084,0.0140159,0.170488,0.00261351,0.00274034
109.723,88.7262,0.221489,0.0376789,0.790595,24.6137,24.6071
90.0528,82.7148,0.416749,0.0251868,0.427887,14.008,13.995
99.1012,118.795,0.181275,0.0145478,1.05268,2.03607,2.03463
116.771,110.044,0.312868,0.0269991,1.53303,23.2459,23.2354
108.625,116.631,0.107704,0.0286626,1.2884,3.69547,3.70672
112.593,106.091,0.332979,0.0172919,0.387867,13.0508,13.0591
93.2624,84.556,0.296175,0.0218746,1.38939,18.5471,18.5662
83.3119,109.048,0.201821,0.0401267,0.548712,0.286546,0.287904
115.364,102.231,0.301897,0.0475089,0.46292,18.5402,18.5242
115.65,105.317,0.342447,0.037331,1.72198,28.5744,28.6451
81.0761,101.224,0.466135,0.0455826,0.491089,4.81344,4.81384
96.1541,97.407,0.340959,0.0206567,0.473811,8.86258,8.84519
104.998,86.7413,0.397914,0.0172264,1.40167,29.4638,29.592
84.3651,84.5478,0.284599,0.0302758,0.891559,9.99793,9.97899
104.402,113.472,0.152167,0.012627,0.899382,3.08847,3.09176
107.288,115.93,0.157379,0.0130525,0.219798,0.66958,0.66999
106.992,81.0853,0.254403,0.0302694,0.692499,28.3011,28.2877
81.2392,113.691,0.482954,0.0381574,0.199213,0.575949,0.570233
103.751,106.342,0.290228,0.0444972,0.788673,11.1407,11.1302
91.6644,104.917,0.256384,0.0239513,0.551424,2.91384,2.92312
102.941,103.325,0.154105,0.0395296,1.73469,11.6937,11.6981
118.05,90.1246,0.313326,0.0231786,1.16407,33.8645,33.8888
106.48,92.2934,0.343525,0.0117658,1.61768,26.2062,26.1365
119.797,84.0148,0.14942,0.0100629,1.60164,37.3256,37.3014
104.959,85.3094,0.352096,0.0364634,1.72842,32.0789,32.1035
119.408,112.459,0.296798,0.0167266,1.90528,24.2227,24.2251
109.37,103.949,0.370798,0.0335947,1.36307,23.3196,23.3522
91.6816,106.635,0.351788,0.0213413,0.354624,3.00666,3.01416
97.7715,102.027,0.243208,0.0350158,1.45897,11.8007,11.7865
92.8684,107.821,0.397815,0.0484601,1.57207,15.7078,15.6609
114.781,112.856,0.454304,0.0121002,0.674556,18.2579,18.2358
98.1976,113.09,0.485507,0.015379,0.788278,11.9414,11.9301
108.017,102.423,0.348877,0.0147304,1.16633,19.5067,19.5297
83.5161,89.2192,0.305219,0.0102735,0.928474,7.7831,7.80306
80.178,116.931,0.122338,0.0289546,1.5141,0.0653645,0.0665369
116.683,86.7675,0.164802,0.0107243,1.64978,32.0888,32.0778
97.7736,87.3431,0.330444,0.0267636,1.5217,22.5809,22.6364
95.1854,116.924,0.171131,0.0425099,1.7444,3.97084,3.9767
103.396,98.9331,0.380003,0.0417306,1.25926,21.8028,21.8361
104.863,93.0974,0.164945,0.0160788,1.85889,17.7991,17.8287
93.8731,111.454,0.109385,0.024426,1.14209,0.623496,0.621316
91.5811,107.863,0.367999,0.0200778,1.96115,14.3466,14.3564
119.18,82.5745,0.392104,0.0298791,0.416858,38.4231,38.3575
109.874,97.0387,0.377983,0.020702,0.951579,23.5298,23.471
105.464,97.6736,0.25348,0.0211362,0.685684,13.8139,13.8088
101.97,98.0346,0.302926,0.0331468,0.185798,7.78115,7.7703
82.3773,118.172,0.112702,0.035758,1.98634,0.203425,0.202449
95.9301,112.028,0.370498,0.0256343,0.920506,8.70319,8.70957
83.959,116.6,0.254488,0.0275033,1.44544,2.72343,2.7304
116.979,90.6228,0.135012,0.0166018,1.8112,29.4507,29.4981
102.05,107.577,0.417851,0.0288881,0.453927,9.69577,9.70654
109.872,98.4951,0.453085,0.0118523,1.53906,29.9561,30.0101
106.082,94.8246,0.315083,0.025541,1.59943,24.2113,24.2072
96.5189,89.8273,0.11391,0.0158285,1.59104,10.9168,10.8904
98.0813,84.1417,0.266947,0.0353917,1.50785,22.9234,22.9309
102.1,99.6369,0.225234,0.0494607,1.48751,16.0499,16.0633
116.418,86.5692,0.106897,0.0433572,1.32677,34.694,34.6956
92.46,112.541,0.255923,0.020436,0.177086,0.161452,0.159827
104.028,111.001,0.3739,0.0396038,0.148827,3.50765,3.50968
89.8732,104.365,0.17284,0.0475721,0.759737,1.85729,1.86858
85.6681,91.3557,0.266074,0.0470467,0.317982,3.36723,3.36763
95.1338,119.777,0.391292,0.0332793,1.32354,10.4617,10.4805
99.6314,81.7496,0.418228,0.0167066,0.830993,25.1351,25.1441
101.911,90.3551,0.432694,0.0461643,1.63554,30.547,30.5198
117.643,103.439,0.136377,0.0378952,0.757557,17.6962,17.6863
94.1077,84.8747,0.106948,0.0122812,1.40356,11.7235,11.7081
98.8754,117.489,0.152884,0.0147187,1.21198,1.73567,1.74053
96.1223,110.991,0.261944,0.0275345,0.136201,0.329427,0.327506
100.834,100.146,0.187796,0.0210576,0.990703,8.83943,8.86458
80.4687,107.099,0.453234,0.0417219,1.15193,8.72876,8.74045
99.9498,86.6472,0.397771,0.0242222,0.595094,20.0032,20.0093
97.6485,86.4274,0.195298,0.0218779,0.994402,15.4377,15.4423
102.092,115.544,0.349277,0.0395533,1.50037,14.7071,14.6702
108.432,102.904,0.376888,0.0192496,0.205094,10.5353,10.5245
90.7586,100.184,0.190271,0.0191686,1.74008,6.60783,6.6162
104.722,100.495,0.470968,0.039159,1.68568,29.5916,29.5528
89.881,89.764,0.141389,0.0221257,1.43038,7.51606,7.52723
81.9115,93.1266,0.375795,0.042675,0.314425,3.34016,3.35735
117.47,82.1103,0.135057,0.0204618,1.73225,38.324,38.2992
89.1997,91.2674,0.270746,0.0286329,1.41501,12.1406,12.1068
86.6209,107.999,0.399697,0.0238836,0.177786,0.76464,0.764826
94.917,82.4653,0.244606,0.0283416,1.60695,20.6041,20.6142
90.7028,95.9897,0.239447,0.0436047,0.731846,6.40047,6.4104
81.6589,118.765,0.229243,0.0247718,0.501975,0.0731454,0.0711489
102.417,93.3486,0.40921,0.0419876,1.09054,23.7064,23.6604
115.044,108.779,0.11915,0.0369976,1.3728,13.5788,13.5953
110.091,112.923,0.378464,0.0105435,0.883416,14.8425,14.7904
106.672,91.1836,0.36171,0.0261497,1.26493,26.5949,26.5868
101.881,98.2757,0.253954,0.0349038,0.751564,12.0857,12.0779
83.3538,117.036,0.280921,0.0444324,1.58038,4.30593,4.28627
80.0847,119.124,0.332115,0.0298008,0.673681,0.995702,0.996722
101.684,80.945,0.228335,0.0116278,1.10178,23.5815,23.5437
105.026,81.2188,0.387254,0.0146359,0.801598,28.7549,28.7161
101.897,81.2276,0.31257,0.0219582,1.80588,29.6945,29.7312
87.0066,100.218,0.100572,0.0136729,1.52346,1.00808,1.00857
113.995,117.1,0.437185,0.0490745,1.46874,25.8956,25.892
96.0953,83.4426,0.492893,0.0331293,0.990399,25.8542,25.8465
89.9471,113.662,0.47191,0.0388676,0.568347,5.98673,5.9923
110.681,83.0936,0.276777,0.0379691,0.139423,28.0301,28.0327
97.6736,115.374,0.396954,0.0309016,1.80239,16.4647,16.4575
82.8434,116.082,0.274027,0.0339107,0.848932,1.30284,1.30127
103.665,82.2016,0.333616,0.0348604,1.83275,32.7383,32.6853
106.212,94.9944,0.181082,0.0286743,0.530178,13.8445,13.8258
86.0263,100.731,0.469545,0.0180979,1.00637,11.467,11.5093
106.093,96.8965,0.349857,0.0286365,1.90191,26.8385,26.8541
105.79,81.9,0.105348,0.0479243,1.48349,29.5498,29.5304
115.006,114.07,0.126981,0.035474,1.44092,10.6212,10.6013
96.4035,82.193,0.221279,0.0391645,0.476803,16.5386,16.5399
89.3521,106.114,0.146688,0.0468384,0.918065,1.30308,1.30102
113.419,93.1858,0.138891,0.0454133,0.807212,23.7302,23.7384
99.5279,105.571,0.352798,0.0287287,0.632286,9.37418,9.38076
94.8802,103.329,0.179066,0.0189629,1.01345,4.28108,4.2727
81.9461,110.614,0.310942,0.0431315,0.992006,3.26488,3.26328
111.618,117.236,0.14872,0.0351523,0.589246,3.70175,3.70486
93.6535,116.042,0.4319,0.0347113,1.75683,15.8272,15.8782
99.8118,89.1213,0.347036,0.0183818,1.33965,22.1379,22.1475
80.1185,88.6858,0.219274,0.0109686,1.28314,5.12391,5.12264
90.2615,109.518,0.41309,0.0188715,1.03576,9.23691,9.24836
117.25,83.8519,0.408875,0.04477,1.93719,47.3659,47.3905
84.7854,91.0965,0.451244,0.0367168,1.0384,14.2892,14.271
116.694,89.8345,0.134245,0.0274863,0.248876,27.4664,27.4718
93.3495,106.377,0.464087,0.0102208,1.29666,15.3576,15.3473
112.116,118.596,0.114324,0.0301372,0.596277,2.20978,2.21137
100.099,80.765,0.370285,0.0283455,0.220414,20.6094,20.5903
102.996,109.853,0.413114,0.0172101,0.368167,7.78044,7.78008
110.224,106.387,0.392517,0.0464667,0.532594,15.6717,15.6719
95.8231,80.6588,0.297721,0.0182118,1.43893,22.8419,22.8167
91.6883,98.1942,0.219034,0.016103,0.173113,1.19024,1.18853
101.607,110.193,0.359055,0.0461623,0.431078,6.95894,6.95542
81.7802,119.244,0.493183,0.0323612,1.14668,7.87855,7.88313
99.4449,116.77,0.464472,0.0173706,0.429778,6.38941,6.39865
110.888,115.125,0.217365,0.0374862,1.69947,13.8625,13.8189
108.3,116.105,0.437769,0.0313212,0.268732,7.02967,7.03933
95.5986,82.5168,0.168358,0.0316982,0.416635,14.4569,14.461
88.1246,97.0599,0.18488,0.0196568,0.296371,0.9335,0.928591
89.5133,101.933,0.373883,0.0383867,1.14285,11.1121,11.131
106.135,101.435,0.459034,0.0158452,1.61079,27.2921,27.2885
117.237,109.368,0.346572,0.0488204,0.483665,16.7673,16.7437
98.07,99.9488,0.22126,0.040682,0.564946,6.68751,6.68403
95.026,99.766,0.248083,0.0389151,0.244176,3.07767,3.07844
82.3105,84.2241,0.285053,0.0379513,1.63326,13.3048,13.3094
90.9369,93.311,0.496854,0.0257282,1.90387,25.1352,25.1694
114.221,89.8629,0.205632,0.035593,0.430742,25.8929,25.8782
119.192,105.55,0.144558,0.0120257,1.72348,18.5836,18.5653
91.4934,88.9981,0.171048,0.0339171,0.1192,3.84413,3.84715
95.2266,88.2969,0.395789,0.0440072,1.07746,20.7476,20.7502
112.731,97.2774,0.264728,0.0162488,0.184139,16.2376,16.257
116.964,103.677,0.288827,0.0308362,1.70761,27.0394,27.0609
106.236,116.379,0.100725,0.0354903,0.153819,0.0235918,0.0232904
114.196,89.747,0.248291,0.0258422,0.833496,27.7289,27.7432
88.834,103.754,0.335083,0.0405547,1.19112,9.2066,9.17339
96.5554,119.866,0.112503,0.0328309,0.721136,0.0822312,0.08258
112.17,118.48,0.131021,0.0492364,1.98862,10.6815,10.6711
84.8694,111.68,0.43709,0.0228946,1.62792,11.6522,11.5985
111.023,93.4677,0.425243,0.0472177,1.41069,33.7103,33.6851
117.07,98.9894,0.128527,0.0466801,1.62304,25.8455,25.8144
119.14,83.4185,0.212679,0.0192664,1.84639,39.6863,39.7702
88.6186,116.382,0.294255,0.0259832,1.31132,4.72465,4.70647
96.5376,93.724,0.47019,0.0142818,1.9727,27.214,27.0762
106.107,86.7082,0.146575,0.0325296,1.52071,24.2198,24.2154
114.815,86.1226,0.38417,0.0410408,0.988695,36.151,36.1002
81.0638,82.0407,0.160911,0.0114754,0.219245,2.07666,2.08153
113.963,85.3491,0.130541,0.0136082,1.5485,30.5757,30.5639
112.664,84.0365,0.459716,0.0472469,1.36078,41.3937,41.3469
95.5299,92.5522,0.446987,0.0255864,1.958,26.4514,26.4694
82.969,102.483,0.454963,0.0242285,1.16618,10.5571,10.5734
113.692,94.6408,0.219362,0.0408045,0.555714,22.0173,22.0013
101.586,98.9194,0.359827,0.0263332,1.76846,22.2704,22.327
100.799,86.3163,0.452272,0.0213496,1.99577,33.1136,33.0902
104.364,115.369,0.353387,0.0254664,0.959513,11.141,11.1479
119.656,99.6852,0.493685,0.0407598,0.368081,26.3806,26.3879
108.664,84.4072,0.24045,0.046612,1.62356,32.4425,32.4435
89.595,80.6036,0.336177,0.0253841,1.72253,21.6395,21.5897
111.486,114.669,0.251179,0.0377234,1.87835,17.3285,17.361
117.672,112.694,0.316319,0.0380078,0.214789,10.0449,10.0576
105.333,107.998,0.458107,0.0429051,0.569134,14.4116,14.4249
85.7084,83.9496,0.365388,0.0438124,1.30456,17.0647,17.0807
91.3345,93.9514,0.270382,0.0258411,1.75576,13.642,13.6645
84.8743,97.3005,0.277103,0.0218916,0.21664,0.932825,0.931772
89.986,82.7038,0.105508,0.0313483,1.42214,11.743,11.7303
99.248,81.8164,0.454911,0.0304467,1.96716,34.8459,34.8023
99.1549,101.369,0.183744,0.0211438,0.772581,6.1048,6.11832
81.2491,115.108,0.274404,0.0211919,1.66776,3.45874,3.45326
105.078,111.983,0.470422,0.0431489,0.84498,16.8974,16.8223
112.337,105.534,0.143338,0.0219882,0.63156,10.1083,10.1074
97.3241,81.2248,0.272074,0.0385189,0.239008,17.2689,17.2481
99.7095,112.507,0.405478,0.0230168,0.372853,5.51931,5.53214
103.957,88.869,0.347034,0.0382443,1.81696,29.7118,29.7418
89.29,109.944,0.376816,0.0219022,0.260972,1.42868,1.43153
104.175,102.412,0.205789,0.0335962,0.417883,7.1838,7.18318
93.0472,91.0875,0.403199,0.0110442,0.803708,14.564,14.5745
108.166,102.37,0.150521,0.0133131,1.64309,12.5986,12.6367
112.437,106.669,0.282653,0.0467748,1.68216,23.2291,23.2275
98.2066,106.517,0.360844,0.0356273,0.164604,2.88055,2.88139
91.821,82.0435,0.18347,0.0227983,1.96744,16.9924,16.9738
96.2283,102.268,0.248514,0.0194305,0.20262,2.15067,2.15826
100.859,87.7234,0.249616,0.0347693,1.89892,24.0051,23.9994
104.61,83.1531,0.317719,0.0339699,1.50129,30.3866,30.421
81.8367,117.329,0.193052,0.0187421,1.51037,0.843031,0.837952
95.9321,118.389,0.476978,0.0177841,0.271717,3.01231,3.01762
92.1329,93.9622,0.453039,0.0434029,0.525028,12.1145,12.1373
91.2566,103.576,0.184521,0.0152352,0.61874,1.6656,1.66342
103.718,113.023,0.233673,0.0479276,1.72237,12.5062,12.4865
114.914,117.81,0.49159,0.0450471,1.88543,32.9229,32.9435
104.158,92.4278,0.499388,0.0335032,0.512861,21.4347,21.4761
94.5818,98.7411,0.278912,0.0177585,1.93475,14.1824,14.2021
87.4159,99.6842,0.236352,0.0103028,0.469607,1.87763,1.87107
117.416,102.461,0.403746,0.042411,0.208795,18.3141,18.3319
104.027,112.681,0.200317,0.0203548,1.34186,7.31247,7.31013
110.289,100.958,0.186354,0.0312008,0.9513,15.1909,15.2144
92.9352,90.117,0.275894,0.0350355,1.91313,18.1665,18.1703
116.012,106.878,0.194743,0.0418816,1.53702,20.1528,20.1266
91.8617,104.878,0.398491,0.0212392,0.224928,2.75689,2.74698
114.504,98.3843,0.418642,0.0165244,1.68844,33.1672,33.1251
82.2593,85.1098,0.329604,0.0461849,1.03058,11.3862,11.4177
111.661,91.2546,0.324881,0.0323928,1.27227,29.5621,29.5472
101.109,84.889,0.474444,0.0217785,1.44134,31.21,31.2701
83.912,105.018,0.286118,0.0365855,1.4177,6.05576,6.05771
118.145,98.7648,0.216939,0.0308039,1.59981,27.3725,27.3917
115.927,96.0802,0.12043,0.0391863,1.85269,26.9719,26.9726
92.0771,109.102,0.302695,0.0491031,1.37683,9.32039,9.28352
80.9646,101.809,0.256443,0.0200249,1.63314,4.92437,4.90781
114.432,107.832,0.34118,0.0193778,0.840905,18.2945,18.2735
95.8765,94.8868,0.43014,0.010894,0.37946,10.7516,10.738
85.6746,91.2661,0.191542,0.040121,0.635668,3.83152,3.82912
95.7688,108.738,0.424534,0.0411711,0.916885,12.0714,12.0564
88.6314,95.6281,0.368248,0.0105734,0.706429,8.44583,8.41743
82.7439,117.443,0.316175,0.0416525,0.509459,0.715257,0.706577
107.55,87.7779,0.104938,0.0270314,0.668711,21.3532,21.3577
116.796,90.4283,0.31916,0.0218608,1.9774,37.0505,36.9222
87.0077,101.715,0.34825,0.0271033,1.80684,12.5482,12.5252
112.244,109.72,0.156542,0.0308778,1.65329,13.2675,13.2451
93.84,85.6637,0.253497,0.0331691,1.05065,15.6976,15.726
119.055,99.3691,0.374674,0.0126271,0.962936,28.3457,28.3846
104.325,106.162,0.28154,0.0282878,1.99155,18.2066,18.1805
88.0215,115.525,0.439191,0.0206556,0.18863,0.694613,0.693887
94.4209,94.8891,0.170342,0.0143816,1.34207,8.06653,8.06077
113.472,82.1095,0.315631,0.0269616,0.861559,34.8077,34.8582
80.8206,104.85,0.475203,0.048978,0.828592,7.52691,7.53218
100.867,119.954,0.226502,0.0307199,0.319928,0.668207,0.670711
102.698,82.0928,0.319895,0.0354034,0.373825,22.6464,22.6562
105.828,109.39,0.446756,0.0216527,0.537801,12.7981,12.8018
113.93,116.938,0.435624,0.0475138,1.92129,29.899,29.9248
101.895,118.71,0.158847,0.0115095,0.187577,0.0377421,0.0381157
84.2101,117.158,0.336341,0.0136729,0.76821,2.04107,2.04618
112.576,99.126,0.10072,0.0351634,1.96467,20.6143,20.6048
116.447,113.04,0.188228,0.045199,1.59879,17.1109,17.0828
94.1795,102.971,0.14113,0.0453831,0.498425,1.45456,1.46013
82.2032,92.8243,0.237136,0.0111069,0.796132,3.45695,3.44849
103.505,115.398,0.378441,0.0294216,1.84455,18.8497,18.8001
87.2099,111.204,0.22712,0.0343342,1.40488,3.54072,3.5332
85.2083,115.359,0.162274,0.0154151,1.73749,0.969353,0.966975
116.647,101.547,0.499513,0.0287972,1.50424,36.5252,36.5257
99.451,86.0799,0.17506,0.0357879,1.62482,20.1912,20.2123
94.2837,107.423,0.388378,0.0413127,0.500434,6.30484,6.28127
113.777,115.204,0.254817,0.029085,0.638677,9.57425,9.55016
81.7778,109.715,0.314343,0.0102555,1.61179,5.34869,5.34199
119.066,107.269,0.406205,0.024324,0.549486,21.0962,21.0746
82.7667,112.293,0.38018,0.0157213,0.432737,1.35317,1.3612
90.9589,116.256,0.242572,0.0336531,0.270338,0.150914,0.15261
81.0754,111.852,0.383521,0.0199406,0.672841,2.55175,2.55383
109.863,92.2284,0.183593,0.0327776,0.473988,19.4254,19.4202
81.9817,92.0029,0.361329,0.0473798,0.662935,6.81627,6.82001
88.3725,101.326,0.353198,0.0299654,1.09224,9.32194,9.3366
84.218,108.235,0.335178,0.0281891,1.58291,7.84196,7.83188
87.2577,84.2718,0.353224,0.0429408,1.21107,16.8278,16.8318
84.309,86.8885,0.207156,0.0395825,0.935004,7.00809,6.99569
82.6581,108.837,0.20461,0.0134077,0.7113,0.437911,0.435229
117.097,112.151,0.246538,0.0148309,1.96035,19.9152,19.9009
96.3236,81.9134,0.178478,0.0362763,0.106131,14.722,14.7282
81.9536,93.6631,0.477952,0.0325828,0.948821,11.877,11.8488
88.5825,100.308,0.475115,0.0141278,0.19931,3.50488,3.50884
100.268,115.109,0.117186,0.0357709,1.14414,1.65057,1.65584
100.943,105.656,0.280262,0.0386612,0.893446,10.156,10.1427
92.0169,119.622,0.292453,0.026117,1.19547,4.51717,4.506
93.0252,114.53,0.450789,0.0225761,1.04502,10.6896,10.6942
109.492,80.3319,0.369679,0.0186006,1.49014,36.764,36.7729
116.899,108.907,0.118594,0.0105221,0.661431,10.0308,10.0353
117.493,84.7473,0.269504,0.0482069,1.96211,42.7287,42.7551
84.4548,90.9728,0.155484,0.0389326,0.983102,3.87116,3.87713
119.503,84.9441,0.298635,0.0286007,1.6459,41.5152,41.4891
118.611,100.701,0.349514,0.0381704,1.84304,34.6312,34.6164
107.262,106.773,0.270469,0.0136152,1.73049,16.4766,16.4693
103.731,106.271,0.246748,0.0463232,0.427884,6.48317,6.46199
87.7813,86.4406,0.169535,0.0365815,1.25735,9.38647,9.39493
100.939,88.3958,0.485271,0.0171359,0.172889,15.6443,15.6455
115.02,100.984,0.494313,0.0454587,1.37892,35.3242,35.3174
97.1084,118.208,0.4915,0.0105574,0.146709,1.5661,1.56218
81.9254,105.486,0.335833,0.044684,1.58516,8.27477,8.2625
103.001,119.66,0.213691,0.0369481,0.7825,3.27155,3.25868
109.402,95.5014,0.236487,0.0241431,0.249186,15.1462,15.1448
86.8532,90.5542,0.447809,0.0150378,0.418365,8.69662,8.6906
80.3832,108.057,0.417479,0.0115562,1.4882,8.48342,8.49662
109.861,105.594,0.263495,0.0444198,1.84996,21.8808,21.8587
113.187,91.6348,0.168963,0.0452646,1.19042,27.0115,26.9727
81.1766,116.353,0.309462,0.0409622,0.392002,0.285246,0.282778
88.6945,84.4235,0.205218,0.022828,1.13647,11.0946,11.0967
112.914,93.2043,0.32706,0.0303881,0.499917,23.4823,23.4907
117.679,99.8884,0.241446,0.0135134,1.65624,25.6261,25.5884
89.4651,97.5894,0.207988,0.0390137,1.32595,7.16286,7.17125
102.102,107.712,0.120897,0.0227468,0.597886,2.15187,2.15444
89.1743,87.8764,0.41037,0.025736,0.533648,11.7329,11.7712
109.087,97.6317,0.225328,0.0481834,1.984,25.1715,25.1683
87.8585,85.854,0.319426,0.0435385,0.893343,13.0525,13.0782
87.8615,108.956,0.382969,0.0250678,0.290722,1.65801,1.64997
107.112,90.8904,0.123139,0.0488687,1.32235,22.2066,22.2116
117.868,92.0132,0.130575,0.0246191,1.60553,29.7006,29.7029
86.5711,86.0248,0.257962,0.0318951,1.68317,13.878,13.8686
107.351,118.86,0.166947,0.0457065,1.83588,8.7972,8.81377
117.404,118.955,0.398768,0.0227964,0.207393,8.06322,8.04409
107.234,84.0911,0.201656,0.0296145,1.21846,27.1702,27.16
118.143,96.6806,0.188113,0.0385183,1.48129,28.3403,28.3709
87.607,85.7532,0.116671,0.0128142,1.75289,7.36252,7.36771
82.8276,110.602,0.346939,0.0184681,1.84638,8.13385,8.10663
87.0792,114.282,0.288514,0.0195618,1.47043,4.87979,4.91604
95.4426,80.1897,0.201756,0.047975,1.55793,22.8424,22.8269
113.612,84.187,0.164051,0.0405801,0.22901,30.1994,30.2037
80.9768,119.414,0.276916,0.0143543,1.43681,2.1645,2.16199
